,URL,pages,description,prix
4645,https://www.zoopla.co.uk//for-sale/details/54077600?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,3 bed terraced house for sale,630000.0
1648,https://www.zoopla.co.uk//for-sale/details/54137958?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed end terrace house for sale,630000.0
95,https://www.zoopla.co.uk//new-homes/details/54165345?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,2 bed flat for sale,632000.0
2529,https://www.zoopla.co.uk//new-homes/details/54118307?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,632500.0
6003,https://www.zoopla.co.uk//for-sale/details/54050006?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,2 bed flat for sale,634000.0
9955,https://www.zoopla.co.uk//for-sale/details/53959584?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,3 bed flat for sale,635000.0
9198,https://www.zoopla.co.uk//for-sale/details/53976131?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,2 bed maisonette for sale,635000.0
6783,https://www.zoopla.co.uk//for-sale/details/54029558?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,2 bed cottage for sale,635000.0
4201,https://www.zoopla.co.uk//for-sale/details/54089130?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,3 bed semi-detached house for sale,635000.0
6405,https://www.zoopla.co.uk//for-sale/details/54040442?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,1 bed flat for sale,635000.0
1723,https://www.zoopla.co.uk//for-sale/details/54136828?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,3 bed end terrace house for sale,635000.0
2435,https://www.zoopla.co.uk//for-sale/details/54120223?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,4 bed semi-detached house for sale,635000.0
8101,https://www.zoopla.co.uk//for-sale/details/54001814?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,2 bed flat for sale,635000.0
8287,https://www.zoopla.co.uk//for-sale/details/53997193?search_identifier=f327b53a9fc4ed692076843b7ed28cb9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=83,3 bed detached house for sale,635000.0
1436,https://www.zoopla.co.uk//new-homes/details/54140631?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,635000.0
7065,https://www.zoopla.co.uk//for-sale/details/54023488?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,2 bed terraced house for sale,635000.0
5623,https://www.zoopla.co.uk//new-homes/details/54060942?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,2 bed flat for sale,635000.0
3371,https://www.zoopla.co.uk//for-sale/details/54102900?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed property for sale,635000.0
803,https://www.zoopla.co.uk//for-sale/details/54151971?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,3 bed semi-detached house for sale,635000.0
595,https://www.zoopla.co.uk//for-sale/details/54155739?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,3 bed semi-detached house for sale,635000.0
4265,https://www.zoopla.co.uk//for-sale/details/54086498?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,1 bed flat for sale,635000.0
76,https://www.zoopla.co.uk//for-sale/details/54165784?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,2 bed semi-detached house for sale,635000.0
7297,https://www.zoopla.co.uk//for-sale/details/54018548?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,2 bed flat for sale,635000.0
4590,https://www.zoopla.co.uk//for-sale/details/54078301?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,2 bed flat for sale,635000.0
2234,https://www.zoopla.co.uk//for-sale/details/54124299?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,5 bed property for sale,635000.0
6508,https://www.zoopla.co.uk//for-sale/details/54035649?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,2 bed flat for sale,635000.0
5751,https://www.zoopla.co.uk//for-sale/details/54054805?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,4 bed bungalow for sale,635000.0
7061,https://www.zoopla.co.uk//for-sale/details/54023518?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,2 bed flat for sale,635000.0
353,https://www.zoopla.co.uk//for-sale/details/54161335?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,635000.0
8944,https://www.zoopla.co.uk//for-sale/details/53981903?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,2 bed flat for sale,635000.0
8776,https://www.zoopla.co.uk//for-sale/details/53988650?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,2 bed flat for sale,635000.0
3806,https://www.zoopla.co.uk//for-sale/details/51435840?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed semi-detached house for sale,639000.0
136,https://www.zoopla.co.uk//for-sale/details/54165091?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,639950.0
1684,https://www.zoopla.co.uk//for-sale/details/54137392?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,2 bed flat for sale,639950.0
9601,https://www.zoopla.co.uk//new-homes/details/53968810?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,2 bed flat for sale,639950.0
5163,https://www.zoopla.co.uk//for-sale/details/54068204?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,3 bed semi-detached house for sale,639950.0
8996,https://www.zoopla.co.uk//new-homes/details/53979981?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,3 bed semi-detached house for sale,640000.0
4066,https://www.zoopla.co.uk//for-sale/details/54091249?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,2 bed flat for sale,640000.0
4462,https://www.zoopla.co.uk//for-sale/details/54080235?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,3 bed terraced house for sale,640000.0
1438,https://www.zoopla.co.uk//new-homes/details/54140619?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,640000.0
2448,https://www.zoopla.co.uk//for-sale/details/54120050?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,3 bed terraced house for sale,640000.0
9030,https://www.zoopla.co.uk//new-homes/details/53979332?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,640000.0
7401,https://www.zoopla.co.uk//for-sale/details/54016618?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,3 bed detached house for sale,640000.0
9282,https://www.zoopla.co.uk//for-sale/details/53974534?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,3 bed semi-detached house for sale,640000.0
1437,https://www.zoopla.co.uk//new-homes/details/54140604?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,640000.0
2535,https://www.zoopla.co.uk//for-sale/details/54118872?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,640000.0
3269,https://www.zoopla.co.uk//for-sale/details/54104451?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed flat for sale,640000.0
9243,https://www.zoopla.co.uk//for-sale/details/53975357?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed flat for sale,640000.0
3434,https://www.zoopla.co.uk//new-homes/details/54121525?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,640000.0
4665,https://www.zoopla.co.uk//new-homes/details/54077366?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,3 bed flat for sale,640000.0
3433,https://www.zoopla.co.uk//new-homes/details/54101945?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,640000.0
2341,https://www.zoopla.co.uk//for-sale/details/54121517?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,1 bed flat for sale,640000.0
402,https://www.zoopla.co.uk//for-sale/details/54159750?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,2 bed flat for sale,640000.0
7901,https://www.zoopla.co.uk//for-sale/details/54005040?search_identifier=deac6f9206c15779a662370da0a54810,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=80,3 bed property for sale,640000.0
4189,https://www.zoopla.co.uk//for-sale/details/54089339?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,3 bed terraced house for sale,640000.0
3514,https://www.zoopla.co.uk//for-sale/details/54100119?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed flat for sale,640000.0
7120,https://www.zoopla.co.uk//for-sale/details/54022098?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,3 bed bungalow for sale,640000.0
77,https://www.zoopla.co.uk//for-sale/details/54165708?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,4 bed end terrace house for sale,645000.0
7514,https://www.zoopla.co.uk//for-sale/details/54015008?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,3 bed flat for sale,645000.0
1580,https://www.zoopla.co.uk//for-sale/details/54138706?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed semi-detached house for sale,645000.0
4989,https://www.zoopla.co.uk//new-homes/details/54071811?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=50,3 bed flat for sale,645000.0
8486,https://www.zoopla.co.uk//for-sale/details/53993545?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,4 bed semi-detached house for sale,645000.0
5156,https://www.zoopla.co.uk//new-homes/details/54068248?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,1 bed flat for sale,645000.0
8081,https://www.zoopla.co.uk//for-sale/details/54002081?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,3 bed end terrace house for sale,645000.0
9028,https://www.zoopla.co.uk//new-homes/details/53979329?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,645000.0
3017,https://www.zoopla.co.uk//for-sale/details/54108718?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,4 bed detached house for sale,645000.0
9492,https://www.zoopla.co.uk//new-homes/details/53970527?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,2 bed flat for sale,647500.0
4129,https://www.zoopla.co.uk//for-sale/details/54090449?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,649000.0
592,https://www.zoopla.co.uk//for-sale/details/54156040?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,649000.0
5311,https://www.zoopla.co.uk//for-sale/details/54066269?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,3 bed semi-detached house for sale,649000.0
6840,https://www.zoopla.co.uk//new-homes/details/54028649?search_identifier=1abf4aab03a50d661349b059887038a8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=69,3 bed flat for sale,649000.0
2023,https://www.zoopla.co.uk//for-sale/details/54129347?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,649500.0
6327,https://www.zoopla.co.uk//for-sale/details/54042575?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,3 bed end terrace house for sale,649950.0
7148,https://www.zoopla.co.uk//for-sale/details/54021152?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,3 bed semi-detached house for sale,649950.0
5250,https://www.zoopla.co.uk//for-sale/details/54067267?search_identifier=0f8d38b7510155545dba4f8a3ff32365,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=53,2 bed flat for sale,649950.0
6076,https://www.zoopla.co.uk//for-sale/details/54047457?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,2 bed flat for sale,649950.0
9849,https://www.zoopla.co.uk//for-sale/details/53961837?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,3 bed terraced house for sale,649950.0
6809,https://www.zoopla.co.uk//for-sale/details/49876906?search_identifier=1abf4aab03a50d661349b059887038a8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=69,4 bed end terrace house for sale,649950.0
3662,https://www.zoopla.co.uk//new-homes/details/54097388?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,3 bed flat for sale,649950.0
2489,https://www.zoopla.co.uk//for-sale/details/54119536?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,2 bed flat for sale,649950.0
9473,https://www.zoopla.co.uk//for-sale/details/53970878?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,3 bed detached house for sale,649950.0
1874,https://www.zoopla.co.uk//for-sale/details/54134487?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,3 bed flat for sale,649950.0
7533,https://www.zoopla.co.uk//for-sale/details/54014585?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,2 bed flat for sale,649995.0
5775,https://www.zoopla.co.uk//for-sale/details/54054379?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,2 bed flat for sale,649995.0
3460,https://www.zoopla.co.uk//for-sale/details/51314730?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,649999.0
7066,https://www.zoopla.co.uk//for-sale/details/54023477?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,2 bed flat for sale,649999.0
6604,https://www.zoopla.co.uk//for-sale/details/49513504?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,2 bed flat for sale,650000.0
2984,https://www.zoopla.co.uk//for-sale/details/54110193?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,4 bed terraced house for sale,650000.0
6039,https://www.zoopla.co.uk//for-sale/details/51738398?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,2 bed flat for sale,650000.0
6618,https://www.zoopla.co.uk//for-sale/details/54032771?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,5 bed semi-detached house for sale,650000.0
1773,https://www.zoopla.co.uk//for-sale/details/54136195?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,2 bed flat for sale,650000.0
1776,https://www.zoopla.co.uk//for-sale/details/54136177?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,2 bed flat for sale,650000.0
7452,https://www.zoopla.co.uk//for-sale/details/54015718?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,2 bed flat for sale,650000.0
1452,https://www.zoopla.co.uk//for-sale/details/54140463?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,1 bed flat for sale,650000.0
5679,https://www.zoopla.co.uk//for-sale/details/54056564?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,3 bed detached house for sale,650000.0
9561,https://www.zoopla.co.uk//for-sale/details/53969686?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,1 bed flat for sale,650000.0
2936,https://www.zoopla.co.uk//for-sale/details/54110751?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed flat for sale,650000.0
7207,https://www.zoopla.co.uk//for-sale/details/54020207?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,1 bed flat for sale,650000.0
9468,https://www.zoopla.co.uk//for-sale/details/53970928?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,4 bed semi-detached house for sale,650000.0
938,https://www.zoopla.co.uk//for-sale/details/54149851?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,3 bed semi-detached house for sale,650000.0
6063,https://www.zoopla.co.uk//for-sale/details/54047866?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,4 bed semi-detached house for sale,650000.0
6595,https://www.zoopla.co.uk//for-sale/details/54034221?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,5 bed semi-detached house for sale,650000.0
7516,https://www.zoopla.co.uk//for-sale/details/54014967?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,3 bed terraced house for sale,650000.0
7241,https://www.zoopla.co.uk//for-sale/details/54019548?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,7 bed terraced house for sale,650000.0
1891,https://www.zoopla.co.uk//for-sale/details/54132904?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,2 bed flat for sale,650000.0
5613,https://www.zoopla.co.uk//for-sale/details/54061207?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,2 bed flat for sale,650000.0
4765,https://www.zoopla.co.uk//for-sale/details/54076147?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed terraced house for sale,650000.0
6568,https://www.zoopla.co.uk//for-sale/details/54034554?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,1 bed flat for sale,650000.0
