,URL,pages,description,prix
9857,https://www.zoopla.co.uk//for-sale/details/53961679?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,4 bed semi-detached house for sale,650000.0
8727,https://www.zoopla.co.uk//for-sale/details/53989600?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,4 bed property for sale,650000.0
6116,https://www.zoopla.co.uk//for-sale/details/54046717?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,3 bed flat for sale,650000.0
9100,https://www.zoopla.co.uk//for-sale/details/53978375?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,5 bed terraced house for sale,650000.0
2857,https://www.zoopla.co.uk//for-sale/details/54111651?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed property for sale,650000.0
3811,https://www.zoopla.co.uk//for-sale/details/54094840?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed semi-detached house for sale,650000.0
4786,https://www.zoopla.co.uk//for-sale/details/54075928?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,4 bed semi-detached house for sale,650000.0
9051,https://www.zoopla.co.uk//for-sale/details/53978993?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,650000.0
515,https://www.zoopla.co.uk//for-sale/details/54157543?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed terraced house for sale,650000.0
526,https://www.zoopla.co.uk//for-sale/details/54157466?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0
1440,https://www.zoopla.co.uk//new-homes/details/54140587?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,650000.0
966,https://www.zoopla.co.uk//for-sale/details/54149420?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,3 bed terraced house for sale,650000.0
536,https://www.zoopla.co.uk//for-sale/details/54157423?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,4 bed property for sale,650000.0
542,https://www.zoopla.co.uk//for-sale/details/37884274?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0
958,https://www.zoopla.co.uk//for-sale/details/54149475?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,4 bed terraced house for sale,650000.0
4805,https://www.zoopla.co.uk//for-sale/details/54075679?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,5 bed semi-detached house for sale,650000.0
547,https://www.zoopla.co.uk//for-sale/details/54157395?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0
8760,https://www.zoopla.co.uk//for-sale/details/53988913?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,3 bed flat for sale,650000.0
3735,https://www.zoopla.co.uk//for-sale/details/54095731?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,650000.0
9977,https://www.zoopla.co.uk//for-sale/details/53959000?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,1 bed flat for sale,650000.0
563,https://www.zoopla.co.uk//for-sale/details/54157201?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,3 bed flat for sale,650000.0
517,https://www.zoopla.co.uk//for-sale/details/54157519?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0
7755,https://www.zoopla.co.uk//for-sale/details/54007684?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,4 bed semi-detached house for sale,650000.0
6433,https://www.zoopla.co.uk//for-sale/details/49864107?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,2 bed flat for sale,650000.0
2989,https://www.zoopla.co.uk//for-sale/details/54110165?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,4 bed flat for sale,650000.0
32,https://www.zoopla.co.uk//for-sale/details/54166347?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,3 bed semi-detached bungalow for sale,650000.0
3533,https://www.zoopla.co.uk//for-sale/details/54099781?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,650000.0
4986,https://www.zoopla.co.uk//for-sale/details/54072093?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=50,2 bed flat for sale,650000.0
9798,https://www.zoopla.co.uk//for-sale/details/53258186?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,1 bed flat for sale,650000.0
5089,https://www.zoopla.co.uk//for-sale/details/54070351?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,4 bed property for sale,650000.0
3495,https://www.zoopla.co.uk//new-homes/details/54100899?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,650000.0
3476,https://www.zoopla.co.uk//for-sale/details/54101637?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,Studio for sale,650000.0
9532,https://www.zoopla.co.uk//for-sale/details/53970111?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,4 bed terraced house for sale,650000.0
8372,https://www.zoopla.co.uk//for-sale/details/53994986?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=84,2 bed flat for sale,650000.0
7136,https://www.zoopla.co.uk//for-sale/details/54021588?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed detached bungalow for sale,650000.0
7786,https://www.zoopla.co.uk//for-sale/details/54007091?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,7 bed detached house for sale,650000.0
6675,https://www.zoopla.co.uk//for-sale/details/54031697?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,2 bed flat for sale,650000.0
3244,https://www.zoopla.co.uk//for-sale/details/52464032?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed semi-detached house for sale,650000.0
7484,https://www.zoopla.co.uk//for-sale/details/54015268?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,1 bed flat for sale,650000.0
1552,https://www.zoopla.co.uk//for-sale/details/54139199?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,2 bed property for sale,650000.0
3248,https://www.zoopla.co.uk//for-sale/details/54104778?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,5 bed semi-detached house for sale,650000.0
3454,https://www.zoopla.co.uk//for-sale/details/54101784?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,5 bed semi-detached house for sale,650000.0
5074,https://www.zoopla.co.uk//for-sale/details/54070466?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,4 bed semi-detached house for sale,650000.0
8108,https://www.zoopla.co.uk//for-sale/details/54001738?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,2 bed flat for sale,650000.0
5824,https://www.zoopla.co.uk//for-sale/details/54052258?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=59,2 bed flat for sale,650000.0
8878,https://www.zoopla.co.uk//for-sale/details/53984757?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,2 bed flat for sale,650000.0
3382,https://www.zoopla.co.uk//for-sale/details/54102772?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,650000.0
3328,https://www.zoopla.co.uk//for-sale/details/54103540?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,3 bed town house for sale,650000.0
751,https://www.zoopla.co.uk//for-sale/details/54152752?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed detached house for sale,650000.0
8,https://www.zoopla.co.uk//for-sale/details/54166673?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,3 bed semi-detached house for sale,650000.0
7040,https://www.zoopla.co.uk//for-sale/details/51830812?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,2 bed flat for sale,650000.0
3540,https://www.zoopla.co.uk//for-sale/details/54099644?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,650000.0
3544,https://www.zoopla.co.uk//for-sale/details/54099608?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed end terrace house for sale,650000.0
5159,https://www.zoopla.co.uk//for-sale/details/54068222?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,5 bed detached bungalow for sale,650000.0
9015,https://www.zoopla.co.uk//for-sale/details/53979641?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,650000.0
9865,https://www.zoopla.co.uk//new-homes/details/53961546?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,5 bed end terrace house for sale,650000.0
9832,https://www.zoopla.co.uk//for-sale/details/53962034?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,1 bed flat for sale,650000.0
5152,https://www.zoopla.co.uk//for-sale/details/54068348?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,2 bed flat for sale,650000.0
3015,https://www.zoopla.co.uk//for-sale/details/54108725?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed flat for sale,650000.0
