,URL,pages,description,prix,Enchère ou vente,Frais sans enchère
703,https://www.zoopla.co.uk//new-homes/details/54159819?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,2 bed flat for sale,493000.0,vente,NA
9152,https://www.zoopla.co.uk//new-homes/details/53982592?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,2 bed triplex for sale,493900.0,vente,NA
9151,https://www.zoopla.co.uk//new-homes/details/53982591?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,2 bed triplex for sale,494900.0,vente,NA
6389,https://www.zoopla.co.uk//new-homes/details/54046226?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,2 bed triplex for sale,494900.0,vente,NA
9878,https://www.zoopla.co.uk//for-sale/details/36783837?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,4 bed terraced house for sale,494950.0,vente,NA
7304,https://www.zoopla.co.uk//for-sale/details/46050342?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,1 bed flat for sale,494995.0,vente,NA
5659,https://www.zoopla.co.uk//for-sale/details/54064677?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,3 bed terraced house for sale,495000.0,vente,NA
5400,https://www.zoopla.co.uk//for-sale/details/54068763?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=55,2 bed flat for sale,495000.0,vente,NA
6649,https://www.zoopla.co.uk//for-sale/details/54040736?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,4 bed flat for sale,495000.0,vente,NA
1936,https://www.zoopla.co.uk//for-sale/details/54138091?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,3 bed semi-detached house for sale,495000.0,vente,NA
7470,https://www.zoopla.co.uk//for-sale/details/54019793?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,2 bed houseboat for sale,495000.0,vente,NA
7748,https://www.zoopla.co.uk//for-sale/details/54015078?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,2 bed flat for sale,495000.0,vente,NA
4526,https://www.zoopla.co.uk//for-sale/details/54086792?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,3 bed semi-detached house for sale,495000.0,vente,NA
5644,https://www.zoopla.co.uk//for-sale/details/54065083?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=57,3 bed terraced house for sale,495000.0,vente,NA
3620,https://www.zoopla.co.uk//for-sale/details/54103484?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,3 bed semi-detached bungalow for sale,495000.0,vente,NA
1686,https://www.zoopla.co.uk//new-homes/details/54141406?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed flat for sale,495000.0,vente,NA
9894,https://www.zoopla.co.uk//new-homes/details/53966472?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,1 bed flat for sale,495000.0,vente,NA
3785,https://www.zoopla.co.uk//for-sale/details/48648907?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,3 bed end terrace house for sale,495000.0,vente,NA
814,https://www.zoopla.co.uk//for-sale/details/54157661?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,3 bed semi-detached house for sale,495000.0,vente,NA
346,https://www.zoopla.co.uk//new-homes/details/54166366?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,495000.0,vente,NA
9839,https://www.zoopla.co.uk//for-sale/details/51955041?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,3 bed flat for sale,495000.0,vente,NA
8937,https://www.zoopla.co.uk//for-sale/details/53989841?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,3 bed property for sale,495000.0,vente,NA
2919,https://www.zoopla.co.uk//for-sale/details/52376338?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,1 bed flat for sale,495000.0,vente,NA
7697,https://www.zoopla.co.uk//for-sale/details/54015668?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,2 bed flat for sale,495000.0,vente,NA
268,https://www.zoopla.co.uk//for-sale/details/54167369?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,3 bed bungalow for sale,495000.0,vente,NA
9298,https://www.zoopla.co.uk//for-sale/details/53978666?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed flat for sale,495000.0,vente,NA
9677,https://www.zoopla.co.uk//for-sale/details/53971387?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,1 bed flat for sale,495000.0,vente,NA
765,https://www.zoopla.co.uk//for-sale/details/54159203?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,4 bed terraced house for sale,495000.0,vente,NA
2580,https://www.zoopla.co.uk//for-sale/details/54122477?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,495000.0,vente,NA
5092,https://www.zoopla.co.uk//for-sale/details/54075488?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,3 bed property for sale,495000.0,vente,NA
9029,https://www.zoopla.co.uk//new-homes/details/53987435?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,2 bed flat for sale,495000.0,vente,NA
7156,https://www.zoopla.co.uk//for-sale/details/54027421?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed flat for sale,495000.0,vente,NA
1592,https://www.zoopla.co.uk//for-sale/details/54143541?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,1 bed flat for sale,495000.0,vente,NA
1415,https://www.zoopla.co.uk//for-sale/details/52591826?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,1 bed flat for sale,495000.0,vente,NA
8321,https://www.zoopla.co.uk//for-sale/details/54002040?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=84,3 bed flat for sale,495000.0,vente,NA
2928,https://www.zoopla.co.uk//for-sale/details/54116344?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,2 bed flat for sale,495000.0,vente,NA
5328,https://www.zoopla.co.uk//for-sale/details/54070627?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,3 bed flat for sale,495000.0,vente,NA
4004,https://www.zoopla.co.uk//for-sale/details/54095933?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,2 bed terraced house for sale,495000.0,vente,NA
7285,https://www.zoopla.co.uk//for-sale/details/54023890?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,1 bed flat for sale,495000.0,vente,NA
3850,https://www.zoopla.co.uk//new-homes/details/54098996?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed flat for sale,495000.0,vente,NA
7810,https://www.zoopla.co.uk//for-sale/details/54013513?search_identifier=b2cba6063ea22c7a60103115a1c89a1e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=79,2 bed flat for sale,495000.0,vente,NA
4228,https://www.zoopla.co.uk//for-sale/details/54093090?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,2 bed flat for sale,495000.0,vente,NA
5173,https://www.zoopla.co.uk//for-sale/details/54074002?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,3 bed semi-detached house for sale,495000.0,vente,NA
5797,https://www.zoopla.co.uk//for-sale/details/54062567?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,2 bed flat for sale,495000.0,vente,NA
849,https://www.zoopla.co.uk//for-sale/details/54157409?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,4 bed terraced house for sale,495000.0,vente,NA
6976,https://www.zoopla.co.uk//for-sale/details/54030471?search_identifier=b4c3dbcd616bf46f8c93e6328d143367,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=70,1 bed flat for sale,495000.0,vente,NA
6323,https://www.zoopla.co.uk//for-sale/details/54047785?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,4 bed semi-detached house for sale,495000.0,vente,NA
3663,https://www.zoopla.co.uk//for-sale/details/54102839?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,1 bed flat for sale,495000.0,vente,NA
8150,https://www.zoopla.co.uk//for-sale/details/54004881?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,3 bed terraced house for sale,495000.0,vente,NA
6528,https://www.zoopla.co.uk//for-sale/details/54043833?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,3 bed semi-detached house for sale,495000.0,vente,NA
5133,https://www.zoopla.co.uk//for-sale/details/54074844?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,1 bed flat for sale,495000.0,vente,NA
5082,https://www.zoopla.co.uk//for-sale/details/54075676?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,3 bed semi-detached house for sale,495000.0,vente,NA
6310,https://www.zoopla.co.uk//for-sale/details/54048042?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,1 bed flat for sale,495000.0,vente,NA
6010,https://www.zoopla.co.uk//for-sale/details/54054741?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,3 bed property for sale,495000.0,vente,NA
9615,https://www.zoopla.co.uk//for-sale/details/53972968?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,2 bed flat for sale,495000.0,vente,NA
9084,https://www.zoopla.co.uk//for-sale/details/53985437?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,3 bed terraced house for sale,495000.0,vente,NA
6468,https://www.zoopla.co.uk//new-homes/details/54044876?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,2 bed flat for sale,495000.0,vente,NA
8693,https://www.zoopla.co.uk//for-sale/details/53993786?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,495000.0,vente,NA
6079,https://www.zoopla.co.uk//for-sale/details/54052226?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,3 bed flat for sale,495000.0,vente,NA
960,https://www.zoopla.co.uk//for-sale/details/54154956?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,2 bed flat for sale,495000.0,vente,NA
3963,https://www.zoopla.co.uk//for-sale/details/54096372?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,3 bed terraced house for sale,495995.0,vente,NA
561,https://www.zoopla.co.uk//new-homes/details/54163383?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,496000.0,vente,NA
4802,https://www.zoopla.co.uk//for-sale/details/54079489?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,3 bed flat for sale,497500.0,vente,NA
979,https://www.zoopla.co.uk//new-homes/details/54154727?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,2 bed flat for sale,497500.0,vente,NA
8729,https://www.zoopla.co.uk//new-homes/details/53982583?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,3 bed flat for sale,498000.0,vente,NA
1665,https://www.zoopla.co.uk//for-sale/details/54141464?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,2 bed flat for sale,499000.0,vente,NA
5710,https://www.zoopla.co.uk//new-homes/details/54063782?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,2 bed flat for sale,499000.0,vente,NA
9380,https://www.zoopla.co.uk//new-homes/details/53978005?search_identifier=1bb59fc96937d864f69d649102f72433,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=94,2 bed flat for sale,499000.0,vente,NA
8849,https://www.zoopla.co.uk//new-homes/details/53991562?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,2 bed flat for sale,499000.0,vente,NA
8265,https://www.zoopla.co.uk//new-homes/details/54002857?search_identifier=f327b53a9fc4ed692076843b7ed28cb9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=83,2 bed flat for sale,499000.0,vente,NA
4127,https://www.zoopla.co.uk//for-sale/details/54094529?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,499000.0,vente,NA
705,https://www.zoopla.co.uk//new-homes/details/54159806?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,2 bed flat for sale,499000.0,vente,NA
6885,https://www.zoopla.co.uk//for-sale/details/54032508?search_identifier=1abf4aab03a50d661349b059887038a8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=69,1 bed flat for sale,499000.0,vente,NA
1515,https://www.zoopla.co.uk//for-sale/details/54144341?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,3 bed semi-detached house for sale,499000.0,vente,NA
9439,https://www.zoopla.co.uk//new-homes/details/53975892?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,3 bed flat for sale,499500.0,vente,NA
8944,https://www.zoopla.co.uk//for-sale/details/53989705?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,2 bed flat for sale,499500.0,vente,NA
221,https://www.zoopla.co.uk//for-sale/details/54167936?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,2 bed flat for sale,499950.0,vente,NA
7291,https://www.zoopla.co.uk//for-sale/details/54023732?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,2 bed flat for sale,499950.0,vente,NA
1915,https://www.zoopla.co.uk//for-sale/details/54138320?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,3 bed detached house for sale,499950.0,vente,NA
7916,https://www.zoopla.co.uk//for-sale/details/42869655?search_identifier=deac6f9206c15779a662370da0a54810,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=80,2 bed flat for sale,499950.0,vente,NA
3127,https://www.zoopla.co.uk//for-sale/details/54112019?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,499950.0,vente,NA
2409,https://www.zoopla.co.uk//for-sale/details/54126519?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,2 bed flat for sale,499950.0,vente,NA
4971,https://www.zoopla.co.uk//for-sale/details/54077001?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=50,2 bed flat for sale,499950.0,vente,NA
8966,https://www.zoopla.co.uk//for-sale/details/53989413?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,2 bed flat for sale,499950.0,vente,NA
2412,https://www.zoopla.co.uk//new-homes/details/54126235?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,2 bed flat for sale,499950.0,vente,NA
7903,https://www.zoopla.co.uk//for-sale/details/54009905?search_identifier=deac6f9206c15779a662370da0a54810,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=80,4 bed end terrace house for sale,499950.0,vente,NA
9828,https://www.zoopla.co.uk//for-sale/details/53968815?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,1 bed flat for sale,499950.0,vente,NA
5700,https://www.zoopla.co.uk//for-sale/details/54063911?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,3 bed terraced house for sale,499950.0,vente,NA
7299,https://www.zoopla.co.uk//for-sale/details/54023624?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,1 bed flat for sale,499950.0,vente,NA
3700,https://www.zoopla.co.uk//for-sale/details/54102432?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,1 bed flat for sale,499950.0,vente,NA
7515,https://www.zoopla.co.uk//for-sale/details/54019050?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,3 bed flat for sale,499950.0,vente,NA
3699,https://www.zoopla.co.uk//for-sale/details/54102432?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,1 bed flat for sale,499950.0,vente,NA
5341,https://www.zoopla.co.uk//for-sale/details/54070557?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,4 bed semi-detached house for sale,499950.0,vente,NA
9831,https://www.zoopla.co.uk//for-sale/details/53968772?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,2 bed semi-detached house for sale,499950.0,vente,NA
1815,https://www.zoopla.co.uk//for-sale/details/54139729?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,1 bed flat for sale,499950.0,vente,NA
8907,https://www.zoopla.co.uk//for-sale/details/53990382?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,3 bed semi-detached house for sale,499950.0,vente,NA
8825,https://www.zoopla.co.uk//for-sale/details/53992124?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,3 bed maisonette for sale,499950.0,vente,NA
531,https://www.zoopla.co.uk//for-sale/details/54163789?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,3 bed semi-detached house for sale,499950.0,vente,NA
182,https://www.zoopla.co.uk//for-sale/details/54168531?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,1 bed flat for sale,499950.0,vente,NA
4842,https://www.zoopla.co.uk//for-sale/details/54078670?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,3 bed terraced house for sale,499950.0,vente,NA
6694,https://www.zoopla.co.uk//for-sale/details/54039017?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,2 bed flat for sale,499950.0,vente,NA
7935,https://www.zoopla.co.uk//for-sale/details/54009454?search_identifier=deac6f9206c15779a662370da0a54810,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=80,3 bed end terrace house for sale,499950.0,vente,NA
3077,https://www.zoopla.co.uk//for-sale/details/54113250?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed flat for sale,499950.0,vente,NA
