,URL,pages,description,prix,Enchère ou vente,Frais sans enchère
7663,https://www.zoopla.co.uk//for-sale/details/54016195?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,3 bed detached house for sale,850000.0,vente,NA
4707,https://www.zoopla.co.uk//for-sale/details/54080986?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed semi-detached house for sale,850000.0,vente,NA
1313,https://www.zoopla.co.uk//for-sale/details/54148736?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,3 bed terraced house for sale,850000.0,vente,NA
3643,https://www.zoopla.co.uk//new-homes/details/44064478?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,2 bed flat for sale,850000.0,vente,NA
8596,https://www.zoopla.co.uk//for-sale/details/53995080?search_identifier=5f35bcae69a3ad3db52097326a52c397,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=86,4 bed property for sale,850000.0,vente,NA
2762,https://www.zoopla.co.uk//for-sale/details/54119875?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,4 bed semi-detached house for sale,850000.0,vente,NA
7375,https://www.zoopla.co.uk//for-sale/details/54021681?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,2 bed flat for sale,850000.0,vente,NA
5028,https://www.zoopla.co.uk//for-sale/details/54076315?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,3 bed detached bungalow for sale,850000.0,vente,NA
4139,https://www.zoopla.co.uk//for-sale/details/54094381?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,3 bed semi-detached house for sale,850000.0,vente,NA
9857,https://www.zoopla.co.uk//new-homes/details/54021043?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,1 bed flat for sale,855000.0,vente,NA
9284,https://www.zoopla.co.uk//for-sale/details/53978851?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed flat for sale,855000.0,vente,NA
8608,https://www.zoopla.co.uk//for-sale/details/53994807?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,855750.0,vente,NA
1134,https://www.zoopla.co.uk//for-sale/details/54151292?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,4 bed detached house for sale,859950.0,vente,NA
5191,https://www.zoopla.co.uk//for-sale/details/48051378?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,3 bed semi-detached house for sale,860000.0,vente,NA
1099,https://www.zoopla.co.uk//for-sale/details/54152055?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,3 bed flat for sale,860000.0,vente,NA
1617,https://www.zoopla.co.uk//for-sale/details/54142224?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,4 bed terraced house for sale,860000.0,vente,NA
1643,https://www.zoopla.co.uk//for-sale/details/54141662?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed detached house for sale,860000.0,vente,NA
6196,https://www.zoopla.co.uk//for-sale/details/49706257?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,2 bed flat for sale,860000.0,vente,NA
7387,https://www.zoopla.co.uk//new-homes/details/54021566?search_identifier=97e36b806aa3f20afb0da2980d035075,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=74,2 bed flat for sale,860000.0,vente,NA
3665,https://www.zoopla.co.uk//for-sale/details/54102827?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,3 bed property for sale,865000.0,vente,NA
7611,https://www.zoopla.co.uk//for-sale/details/54017384?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,4 bed semi-detached house for sale,865000.0,vente,NA
9539,https://www.zoopla.co.uk//for-sale/details/53974132?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,4 bed detached house for sale,865000.0,vente,NA
9844,https://www.zoopla.co.uk//for-sale/details/53340655?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,4 bed property for sale,865000.0,vente,NA
6534,https://www.zoopla.co.uk//new-homes/details/54043678?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,2 bed flat for sale,865000.0,vente,NA
3048,https://www.zoopla.co.uk//for-sale/details/54114417?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,3 bed flat for sale,865000.0,vente,NA
8704,https://www.zoopla.co.uk//new-homes/details/53993709?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,1 bed flat for sale,865000.0,vente,NA
3650,https://www.zoopla.co.uk//for-sale/details/54103085?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,3 bed detached house for sale,865000.0,vente,NA
2240,https://www.zoopla.co.uk//for-sale/details/54131701?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,2 bed flat for sale,865000.0,vente,NA
7039,https://www.zoopla.co.uk//for-sale/details/54029494?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,3 bed flat for sale,865000.0,vente,NA
5733,https://www.zoopla.co.uk//for-sale/details/54063547?search_identifier=20d287dba7a84f2a5f13a696af814b1a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=58,3 bed detached house for sale,870000.0,vente,NA
9237,https://www.zoopla.co.uk//for-sale/details/53979737?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,2 bed flat for sale,870000.0,vente,NA
7019,https://www.zoopla.co.uk//for-sale/details/54029715?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,4 bed terraced house for sale,870000.0,vente,NA
7775,https://www.zoopla.co.uk//for-sale/details/54014574?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,3 bed property for sale,875000.0,vente,NA
4158,https://www.zoopla.co.uk//for-sale/details/54094125?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,1 bed flat for sale,875000.0,vente,NA
1982,https://www.zoopla.co.uk//for-sale/details/54137496?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,3 bed flat for sale,875000.0,vente,NA
9572,https://www.zoopla.co.uk//for-sale/details/42650738?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,3 bed semi-detached house for sale,875000.0,vente,NA
7066,https://www.zoopla.co.uk//for-sale/details/54028953?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,3 bed semi-detached house for sale,875000.0,vente,NA
6588,https://www.zoopla.co.uk//for-sale/details/54042446?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,2 bed flat for sale,875000.0,vente,NA
5957,https://www.zoopla.co.uk//new-homes/details/54056139?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,1 bed flat for sale,875000.0,vente,NA
7734,https://www.zoopla.co.uk//for-sale/details/54015211?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,2 bed flat for sale,875000.0,vente,NA
7539,https://www.zoopla.co.uk//for-sale/details/54018611?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,5 bed terraced house for sale,875000.0,vente,NA
5496,https://www.zoopla.co.uk//new-homes/details/54067608?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=55,1 bed flat for sale,875000.0,vente,NA
129,https://www.zoopla.co.uk//new-homes/details/54169232?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,1 bed flat for sale,875000.0,vente,NA
2082,https://www.zoopla.co.uk//for-sale/details/54136102?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,4 bed detached house for sale,875000.0,vente,NA
5900,https://www.zoopla.co.uk//for-sale/details/54059109?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,5 bed terraced house for sale,875000.0,vente,NA
9458,https://www.zoopla.co.uk//for-sale/details/53975577?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,2 bed flat for sale,875000.0,vente,NA
6600,https://www.zoopla.co.uk//for-sale/details/54042265?search_identifier=5f379b47885253facf691c9da832d0ff,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=67,5 bed terraced house for sale,875000.0,vente,NA
2664,https://www.zoopla.co.uk//new-homes/details/54121187?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,875000.0,vente,NA
7184,https://www.zoopla.co.uk//for-sale/details/48398820?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed maisonette for sale,875000.0,vente,NA
2110,https://www.zoopla.co.uk//for-sale/details/54128500?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,4 bed property for sale,875000.0,vente,NA
6472,https://www.zoopla.co.uk//for-sale/details/54044825?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,2 bed terraced house for sale,875000.0,vente,NA
3100,https://www.zoopla.co.uk//for-sale/details/54112516?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,4 bed detached house for sale,875000.0,vente,NA
352,https://www.zoopla.co.uk//for-sale/details/51449254?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,5 bed terraced house for sale,875000.0,vente,NA
3153,https://www.zoopla.co.uk//for-sale/details/54111644?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,4 bed semi-detached house for sale,875000.0,vente,NA
8172,https://www.zoopla.co.uk//for-sale/details/54004591?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,5 bed detached house for sale,875000.0,vente,NA
4133,https://www.zoopla.co.uk//for-sale/details/54094460?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,875000.0,vente,NA
6785,https://www.zoopla.co.uk//for-sale/details/48004396?search_identifier=71875a417683f11ff7d7eefc45d4e42c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=68,4 bed flat for sale,875000.0,vente,NA
5037,https://www.zoopla.co.uk//for-sale/details/54076230?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=51,2 bed flat for sale,875000.0,vente,NA
2759,https://www.zoopla.co.uk//for-sale/details/54119953?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,2 bed flat for sale,875000.0,vente,NA
