,URL,ville,code postal,adresse,prix,surface,Enchère ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
4313,https://www.zoopla.co.uk//for-sale/details/54091650?search_identifier=c896488009676d2754e19f5d80e08912, London,SW6,"280 Munster Road, Fulham, London SW6",510000.0,NA,Enchères,A,1,1,NA,1 bed flat for sale,Appartement,NA
3663,https://www.zoopla.co.uk//for-sale/details/54103083?search_identifier=e2ef349b8061d18709a6a85a84a6f39c, Harrow,HA3,"Boxtree Lane, Harrow HA3",510000.0,NA,vente,A,4,2,2,4 bed semi-detached house for sale,Maison,NA
419,https://www.zoopla.co.uk//for-sale/details/54165519?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef, London,N18,"Bromley Road, London N18",510000.0,NA,vente,A,3,2,2,3 bed terraced house for sale,Maison,NA
2366,https://www.zoopla.co.uk//for-sale/details/54128709?search_identifier=3db859b17f7188303fb67108baf9eeb7, Surrey,CR0,"Tower View, Shirley, Croydon, Surrey CR0",510000.0,NA,vente,A,2,1,2,2 bed bungalow for sale,Bungalow,NA
945,https://www.zoopla.co.uk//for-sale/details/54155456?search_identifier=40eb412b77e323cbd846caf27f840b62, Epsom,KT19,"Willow Way, Ewell, Epsom KT19",510000.0,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
9344,https://www.zoopla.co.uk//new-homes/details/52970348?search_identifier=1bb59fc96937d864f69d649102f72433, London,SW11,"Coda, 198 York Road, London SW11",510000.0,NA,vente,N,NA,NA,NA,Studio for sale,Studio,NA
2033,https://www.zoopla.co.uk//for-sale/details/54136715?search_identifier=81df929a334627b4b26f5398e1ff779b, London,E1,"Brick Lane, London E1",510000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
1183,https://www.zoopla.co.uk//for-sale/details/52476165?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741, London,NW10,"Lakeside Drive, London NW10",510000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
1731,https://www.zoopla.co.uk//for-sale/details/54141044?search_identifier=c8eff9ff1a3aecce5a182c764ac10624, London,W2,"Gloucester Terrace, London W2",510000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1181,https://www.zoopla.co.uk//for-sale/details/52477984?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741, London,NW10,"Lakeside Drive, Park Royal, London NW10",510000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
1899,https://www.zoopla.co.uk//for-sale/details/54138672?search_identifier=92c224e336c3061160fdc18c13247ef4, London,N13,"Rylston Road, London N13",510000.0,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
9522,https://www.zoopla.co.uk//for-sale/details/53974523?search_identifier=a5656084126786453cab24bdb8eed128, Whetstone,N20,"Friern Barnet Lane, Whetstone N20",510000.0,NA,vente,A,2,1,1,2 bed end terrace house for sale,Maison,NA
6720,https://www.zoopla.co.uk//for-sale/details/52194304?search_identifier=71875a417683f11ff7d7eefc45d4e42c, South Croydon,CR2,"Addington Road, South Croydon CR2",510000.0,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
7412,https://www.zoopla.co.uk//for-sale/details/54021099?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, London,E1,"Christopher Court, Leman Street, London E1",510000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1900,https://www.zoopla.co.uk//for-sale/details/54138672?search_identifier=0cb778de590597a515574175c255df80, London,N13,"Rylston Road, London N13",510000.0,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
8010,https://www.zoopla.co.uk//for-sale/details/54007463?search_identifier=132b4598d0b57ae63192f58eaf908d28, London,W9,"Maida Vale, London W9",510000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
610,https://www.zoopla.co.uk//new-homes/details/54161857?search_identifier=7628ff5369be1389d7c928a9eb4c75d1, Hammersmith,W6,"Albion Court, Hammersmith W6",510000.0,48.30956,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
9994,https://www.zoopla.co.uk//for-sale/details/53963730?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce, Plaistow,E15,"Corporation Street, Plaistow E15",510000.0,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
6981,https://www.zoopla.co.uk//for-sale/details/54030605?search_identifier=b4c3dbcd616bf46f8c93e6328d143367, London,SW8,"Cornell Square, London SW8",510000.0,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
9109,https://www.zoopla.co.uk//for-sale/details/53984835?search_identifier=fa9bb80b9e735581213c71171a2eb876, Epsom,KT19,"Sunnymede Avenue, West Ewell, Epsom KT19",510000.0,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
1612,https://www.zoopla.co.uk//new-homes/details/54142340?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc, Croydon,CR0,"Queen's Square, Croydon CR0",511440.0,80.82561,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
7625,https://www.zoopla.co.uk//for-sale/details/54017377?search_identifier=90c7d4111554be06a8cc1d4a52a2a993, Mill Hill,NW7,"Rushden Gardens, Mill Hill NW7",514950.0,NA,vente,A,3,1,1,3 bed end terrace house for sale,Maison,NA
1598,https://www.zoopla.co.uk//for-sale/details/54143673?search_identifier=741597e526e0bc932b16b74bb1c9f5e5, London,W12,"Aylmer Road, London W12",515000.0,NA,vente,A,3,1,2,3 bed maisonette for sale,Maisonette,NA
1964,https://www.zoopla.co.uk//new-homes/details/54137960?search_identifier=0cb778de590597a515574175c255df80, Romford,RM2,"Burns Court Balgores Lane, Gidea Park, Romford RM2",515000.0,NA,vente,N,2,1,1,2 bed flat for sale,Appartement,NA
3273,https://www.zoopla.co.uk//for-sale/details/54110569?search_identifier=5ca92ebc399a151af28b9cfe6a327213, London,E4,"Hampton Road, London E4",515000.0,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
6411,https://www.zoopla.co.uk//new-homes/details/54046037?search_identifier=ba2b605830fffdb4450f724cb82c2b94, Leyton,E10,"256 Church Road, Leyton E10",515000.0,79.524968,vente,N,3,2,NA,3 bed flat for sale,Appartement,NA
8864,https://www.zoopla.co.uk//for-sale/details/53991382?search_identifier=a49d84a76d51c91593b6c41cc23a59fb, London,SW4,"St. Alphonsus Road, London SW4",515000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
2468,https://www.zoopla.co.uk//for-sale/details/54125387?search_identifier=bd268dfed7c29988402539b9a6ce422b, London,SW17,"Glasford Street, London SW17",515000.0,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
6455,https://www.zoopla.co.uk//for-sale/details/54045231?search_identifier=ba2b605830fffdb4450f724cb82c2b94, London,SW9,"Cowley Road, Oval, London SW9",515000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
600,https://www.zoopla.co.uk//new-homes/details/54162165?search_identifier=7628ff5369be1389d7c928a9eb4c75d1, Hammersmith,W6,"Albion Court, Hammersmith W6",515000.0,45.057955,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
1496,https://www.zoopla.co.uk//for-sale/details/54144795?search_identifier=b689049719149171b1503742a6e12f89, London,SE11,"Kilner House, Clayton Street, Kennington, London SE11",515000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3885,https://www.zoopla.co.uk//for-sale/details/54098859?search_identifier=821909f7980636a44357a204c6cd4dde, London,EC1V,"Pleydell Estate, Lever Street, London EC1V",515000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
6215,https://www.zoopla.co.uk//new-homes/details/54050869?search_identifier=3a76a2eb752c667ddea6c669b3a4288b,,"London,","Reynard Way, Off Windmill Road, London TW8, London,",515000.0,NA,vente,N,2,1,NA,2 bed flat for sale,Appartement,Help to buy
3317,https://www.zoopla.co.uk//for-sale/details/54108774?search_identifier=fa66bf652959bd95b74ac0d613701526, Clapham,SW4,"Bicycle Mews, Clapham SW4",515000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4314,https://www.zoopla.co.uk//for-sale/details/54091646?search_identifier=c896488009676d2754e19f5d80e08912, London,N5,"Hill Court, Blackstock Road, London N5",515000.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
6354,https://www.zoopla.co.uk//for-sale/details/48528468?search_identifier=f490103197de394e17cb927473b3767d, Wembley,HA9,"Park View, Wembley HA9",515000.0,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
2196,https://www.zoopla.co.uk//for-sale/details/54134428?search_identifier=485f3d09a6279ecdebd5fa1f71aab668, Middlesex,TW7,"Thornbury Road, Isleworth, Middlesex TW7",515000.0,NA,vente,A,3,NA,NA,3 bed end terrace house for sale,Maison,NA
2980,https://www.zoopla.co.uk//for-sale/details/54115852?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, Beckenham,BR3,"Allen Road, Beckenham BR3",515000.0,NA,vente,A,2,1,2,2 bed terraced house for sale,Maison,NA
3943,https://www.zoopla.co.uk//for-sale/details/54097961?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a, Chichester Road Lower,N9,"Chichester Road, Lower Edmonton, London, Chichester Road Lower N9",515000.0,NA,vente,A,4,1,1,4 bed end terrace house for sale,Maison,NA
176,https://www.zoopla.co.uk//for-sale/details/54168790?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8, London,E3,"Strahan Road, Bow, London E3",515000.0,61.223076999999996,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
3827,https://www.zoopla.co.uk//for-sale/details/54099816?search_identifier=821909f7980636a44357a204c6cd4dde, London,SE2,"Overton Road, London SE2",515000.0,NA,vente,A,5,NA,NA,5 bed end terrace house for sale,Maison,NA
1992,https://www.zoopla.co.uk//for-sale/details/54137515?search_identifier=0cb778de590597a515574175c255df80, London,N17,"Seymour Avenue, Tottenham, London N17",515000.0,NA,vente,A,3,1,2,3 bed end terrace house for sale,Maison,NA
4951,https://www.zoopla.co.uk//new-homes/details/54077427?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, Woolwich,SE18,"G102, Wellington Street, Woolwich SE18",515000.0,NA,vente,N,2,1,NA,2 bed flat for sale,Appartement,NA
3692,https://www.zoopla.co.uk//for-sale/details/54102699?search_identifier=e2ef349b8061d18709a6a85a84a6f39c, Brentford,TW8,"Lighterage Court, Brentford TW8",515000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
7319,https://www.zoopla.co.uk//for-sale/details/54023514?search_identifier=97e36b806aa3f20afb0da2980d035075, Orpington,BR6,"Winchester Road, Orpington BR6",515000.0,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
2816,https://www.zoopla.co.uk//for-sale/details/54119370?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, Brentford,TW8,"Lighterage Court, High Street, Brentford TW8",515000.0,NA,vente,A,2,2,NA,2 bed flat for sale,Appartement,NA
8574,https://www.zoopla.co.uk//new-homes/details/53996530?search_identifier=5f35bcae69a3ad3db52097326a52c397, Woolwich,SE18,"Bunton Street, Woolwich SE18",519000.0,73.672079,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
715,https://www.zoopla.co.uk//new-homes/details/54159855?search_identifier=b76c80d2603f19c8f29aeb2044a454fd, London,W3,"Acton, London W3",519000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8436,https://www.zoopla.co.uk//for-sale/details/45856790?search_identifier=b2922a150ccef682e4c96f0219cdcb5b, Greenford,UB6,"Greenford Road, Greenford UB6",519950.0,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
6567,https://www.zoopla.co.uk//for-sale/details/54043123?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e, London,E17,"Forest Road, London E17",519995.0,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
471,https://www.zoopla.co.uk//new-homes/details/51642982?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef, Epsom,KT19,"West Hill, Epsom KT19",520000.0,NA,vente,N,2,2,1,2 bed maisonette for sale,Maisonette,NA
7898,https://www.zoopla.co.uk//new-homes/details/54010269?search_identifier=b2cba6063ea22c7a60103115a1c89a1e, 2 Waterview Drive,SE10,"Arora Tower, 2 Waterview Drive SE10",520000.0,NA,vente,N,NA,1,1,Studio for sale,Studio,NA
6777,https://www.zoopla.co.uk//for-sale/details/54035440?search_identifier=71875a417683f11ff7d7eefc45d4e42c, Hayes,UB3,"Compton Road, Hayes UB3",520000.0,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
5615,https://www.zoopla.co.uk//for-sale/details/54066062?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, Putney,SW15,"Chart Field Ave, Putney SW15",520000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
3113,https://www.zoopla.co.uk//for-sale/details/54112514?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c, London,SE18,"Compton House, 7 Victory Parade, Plumstead Road, London SE18",520000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
5468,https://www.zoopla.co.uk//for-sale/details/52126609?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7, Middlesex,HA4,"Wyteleaf Close, Ruislip, Middlesex HA4",520000.0,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
7751,https://www.zoopla.co.uk//for-sale/details/54015163?search_identifier=ab3619dd29cee0ad1e842a39f75fb611, London,SE10,"Fearon Street, North Greenwich, London SE10",520000.0,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
293,https://www.zoopla.co.uk//new-homes/details/54167173?search_identifier=4f4aae62b53cd91ca1efde5d676306f8, New Malden,KT3,"One New Malden, New Malden KT3",520000.0,NA,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
1404,https://www.zoopla.co.uk//new-homes/details/52367066?search_identifier=b689049719149171b1503742a6e12f89, London,SE26,"""Apartment"" at Station Approach, Sydenham Road, London SE26",520000.0,NA,vente,N,3,NA,1,3 bed flat for sale,Appartement,NA
2924,https://www.zoopla.co.uk//for-sale/details/54116812?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, London,SW18,"Mapleton Road, London SW18",520000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
8321,https://www.zoopla.co.uk//for-sale/details/54002274?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89, Hornsey,N8,"Compass Court, Smithfield Square, Hornsey N8",520000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
6845,https://www.zoopla.co.uk//for-sale/details/54034400?search_identifier=1abf4aab03a50d661349b059887038a8, London,N8,"High Street, Hornsey, London N8",520000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
315,https://www.zoopla.co.uk//new-homes/details/54167010?search_identifier=3ffddd95675a599ff5ad36a8a9913c84, Epsom,KT19,"West Hill, Epsom KT19",520000.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
96,https://www.zoopla.co.uk//for-sale/details/54170886?search_identifier=e431d2b21f8c113b686bf52a8d653f6a, London,SE1,"Mulvaney Way, Kipling Estate, London SE1",520000.0,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
7228,https://www.zoopla.co.uk//for-sale/details/54025040?search_identifier=7ea405110a39dd30499c50861ac2b968, Stanmore,HA7,"Pynnacles Close, Stanmore HA7",520000.0,98,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
7847,https://www.zoopla.co.uk//for-sale/details/51887249?search_identifier=b2cba6063ea22c7a60103115a1c89a1e, Potters Bar,EN6,"Cotton Road, Potters Bar EN6",520000.0,NA,vente,A,3,NA,NA,3 bed cottage for sale,Cottage,NA
9064,https://www.zoopla.co.uk//for-sale/details/53985949?search_identifier=89032ca41787a980b71dc0421fe84f6e, Pimlico,SW1P,"Erasmus Street, Pimlico SW1P",520000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7123,https://www.zoopla.co.uk//for-sale/details/54028060?search_identifier=3559a321ded243157189dcbe56388e71, Northolt,UB5,"Sandown Way, Northolt UB5",520000.0,NA,vente,A,3,2,1,3 bed semi-detached house for sale,Maison,NA
8124,https://www.zoopla.co.uk//for-sale/details/54005488?search_identifier=33b8af2a447234140f52656b515923c3, London,E2,"Kedleston Walk, London E2",520000.0,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
6134,https://www.zoopla.co.uk//for-sale/details/54051215?search_identifier=a291fdb6dcd788297aed12d267d98e11, Greater London,UB6,"Sarsfield Road, Perivale, Greenford, Greater London UB6",520000.0,NA,vente,A,4,NA,NA,4 bed end terrace house for sale,Maison,NA
4410,https://www.zoopla.co.uk//for-sale/details/54090629?search_identifier=67ba0911be9c61924e653e74da3148eb, Orpington,BR5,"Ravensbury Road, Orpington BR5",520000.0,NA,vente,A,4,2,2,4 bed semi-detached house for sale,Maison,NA
7301,https://www.zoopla.co.uk//for-sale/details/54023790?search_identifier=97e36b806aa3f20afb0da2980d035075, Surrey,KT19,"Alpine Close, Epsom, Surrey KT19",520000.0,NA,vente,A,3,2,2,3 bed town house for sale,Maison,NA
8858,https://www.zoopla.co.uk//for-sale/details/53991569?search_identifier=a49d84a76d51c91593b6c41cc23a59fb, London,SW19,"Strathearn Road, London SW19",520000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
7571,https://www.zoopla.co.uk//for-sale/details/54018069?search_identifier=39aa78fa1b8597596b773a636dceb381, London,SE16,"Ryder Drive, Bermondsey, London SE16",520000.0,NA,vente,A,4,2,1,4 bed property for sale,Maison avec jardin,NA
4009,https://www.zoopla.co.uk//for-sale/details/54096034?search_identifier=7a8541b13a993b61d4666d1416e42352, London,W5,"Mattock Lane, London W5",520000.0,60.572756,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7992,https://www.zoopla.co.uk//for-sale/details/54009071?search_identifier=deac6f9206c15779a662370da0a54810, Seven Kings,IG3,"Eynsford Road, Seven Kings IG3",520000.0,NA,vente,A,5,2,1,5 bed terraced house for sale,Maison,NA
6634,https://www.zoopla.co.uk//for-sale/details/54041775?search_identifier=5f379b47885253facf691c9da832d0ff, Hounslow,TW5,"Browning Way, Hounslow TW5",520000.0,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
6985,https://www.zoopla.co.uk//new-homes/details/54030527?search_identifier=b4c3dbcd616bf46f8c93e6328d143367, London,SE10,"Banning Street, Royal Greenwich, London SE10",522000.0,69.863056,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
219,https://www.zoopla.co.uk//new-homes/details/54168107?search_identifier=4f4aae62b53cd91ca1efde5d676306f8, London,N8,"Hampden Road, London N8",523000.0,75.808848,vente,N,2,1,NA,2 bed flat for sale,Appartement,Help to buy
4436,https://www.zoopla.co.uk//new-homes/details/54089916?search_identifier=67ba0911be9c61924e653e74da3148eb, London,N8,"Hampden Road, London N8",524000.0,75.808848,vente,N,2,1,NA,2 bed flat for sale,Appartement,Help to buy
2848,https://www.zoopla.co.uk//for-sale/details/54118748?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, Hayes,UB4,"Dorchester Waye, Hayes UB4",524950.0,NA,vente,A,3,2,1,3 bed semi-detached house for sale,Maison,NA
9116,https://www.zoopla.co.uk//for-sale/details/53984768?search_identifier=fa9bb80b9e735581213c71171a2eb876, Middlesex,HA8,"Constable Gardens, Edgware, Middlesex HA8",524950.0,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
6127,https://www.zoopla.co.uk//for-sale/details/54051474?search_identifier=a291fdb6dcd788297aed12d267d98e11, Sutton,SM1,"Frederick Road, Cheam, Sutton SM1",524950.0,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
1739,https://www.zoopla.co.uk//for-sale/details/54140811?search_identifier=c8eff9ff1a3aecce5a182c764ac10624, Thornton Heath,CR7,"Foxley Road, Thornton Heath CR7",524995.0,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
524,https://www.zoopla.co.uk//for-sale/details/54164195?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5, London,E17,"Ritchings Avenue, London E17",524995.0,NA,vente,A,2,1,NA,2 bed end terrace house for sale,Maison,NA
6030,https://www.zoopla.co.uk//for-sale/details/54054645?search_identifier=4876615b882bf2091218b8a36db316a9, London,N4,"Victoria Road, London N4",525000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
2959,https://www.zoopla.co.uk//for-sale/details/54116021?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, Middlesex,HA7,"Stanmore, Middlesex HA7",525000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
7809,https://www.zoopla.co.uk//for-sale/details/54014173?search_identifier=b2cba6063ea22c7a60103115a1c89a1e, London,W14,"Bolingbroke Road, London W14",525000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
